"f",45,104
"f",54,72
"f",41,116
"f",133,2
"f",46,102
"f",135,5
"f",27,308
"f",52,58
"f",30,245
"f",129,5
"f",35,196
"f",50,81
"f",51,79
"f",88,11
"f",82,18
"f",33,213
"f",31,226
"f",49,71
"f",122,5
"f",47,105
"f",43,114
"f",34,182
"f",38,148
"f",59,40
"f",39,134
"f",57,56
"f",86,13
"f",55,81
"f",68,38
"f",58,55
"f",44,81
"f",81,24
"f",78,13
"f",53,59
"f",109,5
"f",40,101
"f",65,35
"f",106,9
"f",145,2
"f",83,21
"f",155,4
"f",61,39
"f",60,36
"f",99,5
"f",74,22
"f",66,33
"f",100,6
"f",80,18
"f",108,7
"f",134,3
"f",63,38
"f",92,15
"f",186,3
"f",62,35
"f",97,5
"f",185,3
"f",114,7
"f",98,7
"f",79,22
"f",71,25
"f",140,3
"f",157,1
"f",90,13
"f",113,8
"f",76,21
"f",75,20
"f",72,22
"f",111,5
"f",93,15
"f",77,26
"f",137,2
"f",84,21
"f",70,27
"f",69,30
"f",273,1
"f",153,3
"f",208,1
"f",107,8
"f",91,12
"f",94,8
"f",131,3
"f",245,1
"f",89,9
"f",168,1
"f",193,2
"f",103,4
"f",95,8
"f",124,2
"f",96,15
"f",102,4
"f",73,22
"f",104,9
"f",123,4
"f",121,5
"f",138,4
"f",170,2
"f",141,4
"f",105,8
"f",132,3
"f",117,2
"f",119,6
"f",85,13
"f",136,2
"f",150,2
"f",272,1
"f",156,1
"f",233,2
"f",116,2
"f",128,2
"f",175,1
"f",264,1
"f",144,3
"f",125,2
"f",197,1
"f",127,3
"f",178,3
"f",253,1
"f",338,1
"f",120,2
"f",161,3
"f",510,1
"f",487,1
"f",163,1
"f",126,3
"f",198,1
"f",227,2
"f",149,1
"f",247,1
"f",118,3
"f",165,3
"f",143,1
"f",183,1
"f",239,1
"f",110,4
"f",314,1
"f",148,2
"f",166,2
"f",279,1
"f",244,2
"f",130,1
"f",139,2
"f",212,1
"f",112,3
"f",191,1
"f",164,1
"f",203,1
"f",309,1
"f",154,1
"f",343,1
"f",221,1
"f",142,1
"f",358,1
"f",192,1
"f",200,1
"f",151,1
"f",241,1
"f",296,1
"f",219,1
"f",182,1
"f",214,1
"f",334,1
"f",205,1
"f",275,1
"f",285,1
"f",213,1
"f",419,1
"f",181,1
"f",146,1
"f",363,1
"f",188,1
